5024,231 7995,150 2197,363 1170,37 9250,258 5854,240 7964,152 4363,297 1908,222 46,317 6125,208 2145,132 5653,178 9481,492 3131,341 
8725,236 6182,229 2946,126 7444,176 6319,348 3144,324 5391,212 81,116 1595,252 3142,46 1104,146 4685,84 6291,6 6685,301 9058,193 
7837,129 1064,277 9313,299 4122,286 2095,267 4642,123 2819,221 5229,421 1493,33 3807,239 6215,32 1708,496 464,59 4256,9 3152,210 
9745,358 8576,6 4713,286 9430,438 2676,68 4233,343 4517,291 1740,39 5525,63 8010,257 5275,451 477,487 4852,202 6771,444 4663,168 
5566,115 6206,334 1243,346 4934,307 8007,208 925,44 2728,95 1969,260 3855,413 2061,75 3091,244 5789,275 419,299 9480,165 387,297 
9527,120 955,137 4284,332 5992,195 2911,387 7335,53 6033,472 5135,248 6170,222 7035,118 1334,25 920,312 6803,58 3578,259 3415,421 
2800,348 7079,431 5546,405 6921,368 5353,231 5431,127 4534,83 2750,273 3323,333 2271,385 2506,490 4902,37 8865,342 8754,291 22,221 
6757,307 1578,202 2541,465 6087,172 3423,473 6496,401 4909,341 8529,40 222,355 14,98 3854,125 9028,19 3008,226 8646,2 2566,62 
5556,71 2338,145 7914,243 5874,263 5755,398 6306,23 9310,77 6909,228 9580,305 8049,330 8773,223 3263,380 2067,149 2152,93 8777,464 
9771,447 4860,18 6849,442 3973,225 8143,241 9424,80 8187,182 5575,337 7455,89 8620,106 2349,490 401,439 3424,426 9012,208 9708,442 
7439,204 4081,4 9290,336 8739,110 2944,482 9211,412 5235,161 7004,15 667,380 5333,1 6089,466 3197,358 6774,366 4022,109 2471,429 
2827,265 1213,289 5098,418 9873,109 8155,364 4252,385 8873,8 3090,478 7858,300 9246,17 5670,9 8463,443 1585,15 7528,224 3832,272 
2170,320 8315,109 3118,58 7373,91 1519,31 7073,230 7011,426 6185,37 1064,297 4094,183 4730,386 3858,69 7414,383 6995,56 4925,422 
1080,470 3482,48 2619,322 3220,187 9780,140 6503,195 5223,50 7259,289 7544,449 6747,333 6524,405 5566,396 4184,221 5869,476 5344,330 
9448,204 3824,204 43,45 6938,386 9694,112 1780,342 9115,279 8549,251 2380,236 8138,169 4210,302 5334,405 6673,195 9949,350 5322,412 
5825,9 4292,461 7157,77 878,206 498,181 5020,184 3021,341 9271,128 8921,55 4666,279 7516,187 5776,372 1398,333 8950,230 1090,450 
9396,400 2291,216 607,13 7725,279 4742,298 8509,96 65,435 1878,440 4797,366 8643,325 6394,216 3904,68 6823,83 6761,447 2797,3 
6815,259 1058,88 3692,346 4602,194 1176,355 7415,168 8001,125 8118,313 9314,456 393,221 2133,371 8044,452 7050,120 1723,435 7590,364 
7129,435 1154,143 4707,312 2528,375 5171,481 9414,200 1135,18 7231,45 943,488 1109,426 1382,201 7675,292 5950,173 9702,368 4234,489 
9613,357 6567,277 5092,468 3325,1 5778,281 6217,321 5911,75 6605,264 6800,354 8256,29 122,11 9158,436 1546,192 3754,496 5406,59 
6219,5 8716,378 5336,84 839,47 9578,402 95,312 3738,253 7409,80 2972,351 4770,202 2461,242 1446,111 5816,34 8854,243 7502,419 
7471,429 5693,63 2778,25 5601,369 5404,422 2344,123 8525,227 2366,30 642,104 9700,145 7250,338 9545,411 855,169 4990,359 7004,470 
8615,229 3047,53 7551,132 5428,398 639,107 5215,195 389,55 683,2 2640,335 9609,149 9413,251 6850,246 1015,137 1539,29 4746,41 
1568,204 7636,440 2409,431 5059,155 5916,46 1521,71 1234,443 603,254 5563,228 5457,16 7452,428 6878,253 6342,421 7770,288 9560,318 
7039,180 8160,219 6154,440 4881,411 9720,284 9369,428 5996,300 8148,187 2114,24 2017,470 2027,90 2617,270 8746,444 4860,412 698,369 
5055,5 1594,165 9622,93 6123,404 8099,69 3226,214 9270,75 1674,445 5752,219 6624,80 6046,347 8906,161 262,362 9350,64 6513,8 
1042,410 6752,38 5644,425 9276,210 9532,435 7305,494 3511,429 8823,122 1249,312 7669,9 8133,262 8310,161 8948,380 4832,264 6882,475 
2352,116 1986,486 2434,404 8687,422 7364,458 9933,384 4828,116 988,345 4056,239 4968,417 9540,424 9742,76 5592,250 8134,360 9278,266 
3876,62 2115,1 6472,117 8108,228 8014,141 4744,486 7564,256 9088,318 1124,350 3407,99 8183,34 8462,167 6662,258 2365,158 1747,0 
6943,455 2868,62 8408,269 6461,384 9507,225 4934,217 638,224 4912,302 2173,222 6115,337 3322,190 5283,237 9186,249 8472,336 7202,307 
6665,164 5610,406 2951,491 1059,380 4112,14 1349,59 9211,286 2400,431 1781,330 2677,160 2017,393 1092,196 4163,370 1661,222 5388,38 
8401,430 4436,388 2257,84 6727,352 5059,38 9282,434 668,115 1943,106 1191,194 2168,300 6974,247 6760,425 3263,113 5043,90 1368,444 
2291,347 9381,265 9912,299 8884,371 2035,157 7486,416 7599,157 6125,110 2574,218 2106,477 6152,254 4906,408 2666,167 1786,413 4839,64 
7179,86 3416,138 4911,382 1019,375 9326,378 584,448 1132,99 8937,212 4951,232 7097,418 6334,229 6195,35 3919,135 2426,182 6978,480 
4354,219 9730,67 5427,328 6555,11 3964,347 5326,287 5566,90 5145,372 2933,224 905,489 252,381 2889,434 8486,242 9077,441 3680,410 
7783,300 6462,24 8576,49 7700,213 8947,186 4996,61 875,147 3138,12 4345,46 7412,108 137,262 3380,100 5746,253 4189,284 5168,77 
7512,446 6126,162 1923,489 3009,481 2775,251 1493,307 2916,105 4258,416 4886,484 6109,347 8637,75 5535,490 3069,206 7042,29 7115,461 
6706,224 8023,294 2366,252 7269,183 5310,494 1184,158 4899,191 9718,117 5766,409 6527,195 828,105 8660,23 9940,80 7707,406 9949,443 
5457,286 7488,253 8700,274 7063,498 1282,75 8005,94 430,345 6778,152 1472,327 3259,61 5477,395 5115,488 3304,53 1794,62 4954,261 
8623,310 5004,109 3100,326 1601,435 6757,468 7309,235 420,66 7909,323 2139,232 7652,491 3725,364 6711,497 9317,13 1620,284 6653,133 
6779,302 5423,169 7716,284 5305,122 8615,90 7329,14 3705,306 8632,386 5541,495 6303,417 7835,447 4863,344 9845,400 4862,24 8685,160 
1004,392 4776,120 4064,348 4788,181 8045,195 3320,389 7432,359 8739,404 4266,414 4228,470 9379,315 8913,44 9691,428 3628,384 3592,209 
8910,492 7648,48 456,290 7424,206 3558,273 2871,356 4367,107 3588,189 3114,19 1644,391 6709,176 2013,300 6757,85 2739,397 7076,196 
9902,370 5333,254 7217,188 5653,357 901,183 6876,269 1147,254 2398,424 1937,309 8890,378 4321,297 5558,83 5224,356 5241,247 9132,193 
3495,159 7721,490 6275,371 9509,104 1324,289 9069,204 9892,33 6490,198 7698,204 5683,345 3755,269 2790,281 8871,451 6469,377 9267,140 
3316,61 5979,40 60,106 1780,28 9369,294 7108,482 6309,230 6605,116 6417,216 7817,389 9055,162 4533,311 4715,3 8767,445 9086,46 
6905,206 4110,153 5617,441 7766,151 7927,364 2406,249 1115,128 5871,386 4403,421 711,161 7124,469 428,375 7914,431 7855,28 4813,121 
8111,244 3422,181 1348,277 3657,29 6107,186 100,210 2046,372 4086,148 7404,236 2119,278 7282,160 1860,39 3772,285 9123,186 5699,8 
3582,341 6576,392 4924,126 2099,460 3907,167 1045,197 9913,10 4960,188 5362,283 5460,151 874,377 9815,245 1745,283 819,483 4087,99 
8212,205 5346,433 6153,31 4972,497 798,90 1486,253 1699,210 5177,381 7388,188 429,368 2043,221 8785,120 173,269 4680,166 9352,274 
6057,361 8616,341 5710,485 5046,25 2443,254 2151,478 3238,458 5331,215 6994,92 9532,494 8468,299 7471,472 2893,479 375,405 6921,245 
9657,108 7120,460 6173,441 7207,271 5855,309 1871,292 4086,222 3876,403 428,158 4652,475 9187,357 7930,176 5131,367 9515,390 5042,423 
6504,374 7202,94 5602,356 1633,84 4039,365 9522,387 8957,50 3225,364 7318,133 9876,288 2681,439 802,326 4935,480 262,269 564,158 
1957,213 6509,395 2380,127 1774,497 1043,317 7011,129 5243,203 9007,257 9198,308 3977,246 5066,24 100,444 3524,274 7481,374 934,394 
4567,317 5632,358 9468,86 1108,126 4102,388 4591,437 3607,210 2755,320 2057,413 9504,78 6714,484 7901,380 3462,446 9602,366 9668,398 
9594,365 5372,459 1602,292 777,31 4119,383 2241,206 2308,88 3989,195 857,56 4736,97 7634,27 454,363 8934,197 8280,42 373,259 
2211,414 1145,438 2721,470 9326,374 5404,94 5577,208 4512,15 1060,331 4079,444 507,24 6297,308 1600,450 9683,237 7185,422 1798,345 
1740,65 8379,307 2717,199 4933,118 8805,369 8301,169 9490,462 8379,186 9629,338 3358,230 1371,420 144,337 2546,360 9228,74 174,142 
5299,217 3643,241 1471,165 8716,277 5749,199 6100,435 6077,422 1349,187 8284,50 4107,469 8659,109 9262,218 7549,418 4403,14 9313,450 
4642,206 8407,232 9333,83 4974,359 2090,168 5859,64 1676,298 2344,81 7794,106 3878,284 8720,434 5501,434 4471,465 7391,262 4955,37 
392,309 6090,496 4750,184 2456,374 6214,160 3867,306 489,422 1135,264 3646,349 2399,17 8674,145 5286,497 1734,162 9340,315 9746,436 
4589,36 2291,15 903,25 9371,103 7081,249 2162,486 6761,255 4090,466 1601,475 7149,0 7648,404 827,355 2683,47 8499,112 6705,371 
7667,63 8371,280 5894,89 1919,255 3541,229 36,244 33,401 7425,498 8951,400 3524,269 2321,139 5905,11 9466,202 14,378 8161,153 
2077,250 9875,53 2101,424 1345,129 1173,239 2147,168 7112,285 6036,448 9059,115 9013,234 9906,318 8453,165 9078,66 4373,150 3718,43 
2225,480 7567,255 1997,289 7834,254 815,17 270,237 9432,175 2966,486 4983,360 1285,312 523,99 335,41 7268,49 56,59 7252,144 
4899,178 9119,215 8046,275 793,117 4263,214 8822,9 2612,460 583,407 3295,17 3692,235 4577,344 7727,17 2943,6 6646,153 7578,270 
3031,181 3278,307 2759,113 1346,311 4641,298 2323,466 2209,19 233,279 4636,241 2703,482 5276,385 7435,245 234,96 4071,470 5236,100 
3360,82 525,235 6669,223 5374,29 4159,344 3154,314 4174,293 2203,499 9827,160 4606,45 9170,231 3038,405 6554,184 5341,402 1368,68 
6000,398 9810,56 2949,359 5274,316 5566,363 7909,359 324,115 9624,64 7712,122 3778,451 6696,51 124,96 6264,11 939,53 450,401 
8750,169 2950,182 5807,451 8093,324 1469,127 7909,177 7225,116 276,178 3689,244 5922,49 5420,428 7940,189 8993,274 6188,122 187,429 
460,210 8315,86 663,27 7041,480 9416,133 3900,412 7083,19 226,437 1023,206 4972,315 6152,387 2386,478 6056,211 2455,8 3021,60 
1508,261 4695,12 249,191 7865,93 7986,59 2451,221 739,7 7850,124 3874,126 2584,129 4416,29 5449,254 6621,391 2981,461 1053,342 
6795,37 2891,162 645,203 4804,7 5014,481 6563,258 8931,53 6915,370 9393,138 9117,424 6593,469 4778,377 2950,378 4724,417 7830,309 
5953,40 3810,247 488,72 6391,473 104,414 3239,231 8618,29 2034,177 922,395 3505,335 7148,36 7855,360 895,143 5345,203 9434,121 
6502,8 851,115 5364,155 2918,435 8598,41 9539,354 2443,412 2623,123 2710,54 6546,312 3034,321 9798,170 9329,254 9864,354 1230,98 
1818,351 8794,261 7851,117 5035,244 9823,53 2156,5 8924,113 4284,441 5465,409 2769,267 8147,297 7010,263 6681,303 3182,187 1048,449 
6875,441 3124,261 1165,82 5765,74 4981,175 8685,44 3615,158 192,499 5510,141 4911,430 4128,312 3796,484 9797,198 7710,24 2357,229 
5751,321 4825,466 6080,41 2398,106 3591,198 2653,148 9188,457 5490,23 2495,255 3691,283 3359,10 5413,426 6216,424 5477,396 3040,141 
3352,475 5695,178 4063,252 8993,27 4945,400 1959,360 5475,417 4965,152 6014,11 4460,200 5873,405 9338,142 2157,424 8057,168 6938,21 
2897,141 2794,30 7006,8 6898,286 811,256 7762,47 5638,242 5090,48 7476,101 801,339 9063,497 9668,42 6546,226 8934,313 8754,312 
6812,97 3105,291 2920,174 750,311 9251,426 775,416 2768,367 100,139 9547,336 5229,262 6416,113 2062,169 4490,87 1197,29 1709,479 
1742,499 1987,357 6936,99 217,313 8774,467 7011,132 6570,469 4767,202 6801,127 7615,109 2733,207 4771,348 2144,312 9195,162 3781,305 
2394,248 5164,211 441,489 2876,369 9147,463 4343,57 3804,134 8991,482 7782,208 3464,438 7835,440 4209,98 8488,159 3366,286 2053,337 
3262,54 3777,240 6809,245 4919,215 8554,64 5106,435 9455,497 7759,157 3960,493 1721,80 6678,180 3974,428 2212,113 9073,244 6897,262 
4446,469 4314,104 131,301 1371,28 8168,65 3160,405 3852,256 4891,356 3177,52 2686,6 6048,230 1321,138 4541,455 6972,214 5984,326 
1966,263 7433,276 672,8 818,168 663,387 723,348 9588,30 8446,394 2216,490 9990,272 1421,131 3826,491 6231,426 7253,462 2406,26 
3700,475 6457,443 7291,376 7114,2 495,357 952,21 8323,371 4107,267 7184,92 7277,196 7116,136 6503,292 1425,496 8085,419 1011,84 
8944,71 3348,226 77,211 8580,182 7299,192 1522,73 3467,312 8296,351 2099,340 335,91 4737,245 2961,195 1356,80 5597,284 9785,96 
5190,63 7246,139 2958,470 5109,491 4898,166 8910,332 5530,128 7033,408 8373,212 2398,154 3681,219 3579,329 5422,439 3170,279 5636,241 
1364,399 3116,238 9336,94 7477,225 3046,462 5797,452 9525,357 5341,39 9247,385 1154,255 4543,488 669,209 2520,341 4671,277 6909,378 
9873,293 7095,112 6646,34 2810,127 7016,139 9747,418 8740,319 3289,373 634,359 9023,52 6232,127 6456,221 6262,366 3305,230 239,135 
6752,411 3179,62 333,430 1732,381 6459,73 3540,52 4641,9 1396,38 2677,362 671,302 6258,123 4279,125 4018,305 4187,161 5015,428 
6805,223 9271,170 1803,26 2784,88 5860,19 5399,321 4827,411 3509,61 1046,56 574,176 3223,188 498,432 6205,470 4292,70 5488,65 
9545,422 5236,186 3417,116 7857,252 2653,407 5386,448 1899,497 5002,200 6697,427 2608,231 9655,214 3589,123 5125,13 3087,348 4420,497 
5876,433 138,280 119,484 5159,140 5654,309 5076,364 9321,67 3807,465 7305,252 9752,256 2176,12 8960,88 7890,290 5308,276 4597,397 
2867,476 552,337 1938,160 4892,462 5398,278 981,91 3367,397 5306,493 4242,204 3183,385 1624,410 2500,243 3428,292 7388,307 2427,281 
2496,35 6075,447 5838,449 6990,274 8381,275 5468,247 8031,388 761,271 6000,345 9606,195 1067,367 8523,297 1477,322 938,230 8388,498 
2719,115 9247,170 4885,308 4122,288 5137,476 6161,257 3882,338 752,230 637,94 1464,432 5987,281 3419,391 867,471 3083,446 5045,17 
101,16 9226,86 7111,201 289,432 8503,224 5165,330 4093,139 9175,235 7520,356 7551,263 3449,208 5499,154 8565,302 341,107 3090,249 
4243,61 5505,175 6682,99 1196,82 13,144 646,466 8834,437 6731,124 8197,248 2167,138 1848,107 1713,130 7724,213 7529,224 1756,197 
5740,482 9733,140 4004,418 1657,236 8018,428 9063,381 6580,470 4484,111 2893,15 1329,70 29,0 8078,168 7027,271 7238,448 3085,36 
9249,318 6127,465 7243,157 9587,113 4471,187 2591,119 6433,8 8470,428 7085,464 8837,373 3526,476 3032,116 9155,261 8162,228 6283,365 
100,450 1320,367 8431,335 8990,345 6297,292 5352,71 922,351 9256,27 3670,240 7388,93 7620,197 1162,216 8512,107 711,148 4416,74 
2425,14 6901,413 8943,62 2966,108 1552,248 4062,243 1242,39 9591,122 1709,435 4909,25 140,235 3116,50 9133,379 3719,462 3430,468 
4072,24 5326,393 3651,119 9520,60 6245,62 2331,61 296,332 6864,463 3909,144 3473,291 5656,478 2338,182 104,270 8420,372 5735,353 
4216,130 6986,383 743,115 226,313 8131,213 4554,217 8406,194 2908,15 4004,193 8253,130 9959,210 7424,495 7521,224 9762,406 7290,243 
9039,413 5219,491 9861,102 9823,419 9055,451 9799,64 8297,485 9623,223 7093,405 2803,203 846,153 4378,356 7877,91 1629,309 6689,479 
6032,108 2148,400 1448,211 6403,365 8635,314 3502,211 125,343 7091,469 2334,201 8735,233 8147,138 6908,401 628,325 6325,201 2165,43 
9438,162 3963,191 8188,28 3455,219 5378,397 291,60 6498,135 5185,408 4682,185 5184,110 6873,15 5222,159 9733,490 8144,262 5724,428 
3707,333 3288,438 6006,419 3665,291 8129,314 9741,365 958,312 2743,252 3399,330 8416,10 4359,452 1895,358 7574,423 1919,453 2614,357 
1608,280 9257,225 8987,289 5676,178 9061,156 8126,153 8601,391 8202,56 7395,82 4716,315 5920,169 8559,378 7781,130 6535,296 4444,371 
5237,101 2779,205 9164,316 1677,31 9892,241 3217,160 1249,161 6618,12 9100,291 5422,138 6846,397 1363,494 6288,198 1623,194 6532,123 
9231,487 8949,469 4089,326 5874,99 6427,10 6878,466 1448,134 1162,443 7616,101 6061,215 197,394 1755,41 2006,44 6194,363 9253,481 
3851,366 2596,459 9927,382 948,305 7073,183 1374,201 572,127 4230,457 3453,390 8310,273 6272,200 8071,273 5243,320 8683,173 2629,240 
8482,25 9675,48 4541,49 9517,436 2041,206 1801,176 5769,59 2658,492 6842,425 5307,65 6651,466 991,417 2089,398 3057,9 2550,125 
9228,472 9035,251 6366,37 4504,440 9529,452 1728,479 4442,354 3386,118 1962,150 898,106 5897,394 7730,25 1783,398 1319,430 9211,290 
6464,404 2498,229 5532,159 953,333 1857,73 655,258 6534,77 7034,69 9579,493 5656,179 7693,279 6760,483 1096,317 4615,447 978,157 
8687,121 7196,294 3738,491 7076,142 63,220 3925,221 7074,487 1667,161 8475,466 3279,92 3177,221 5119,9 9220,245 6889,240 2376,320 
5999,221 8808,133 5855,363 7679,244 8715,255 7825,205 3696,454 3160,367 7983,142 7304,5 6695,68 5875,250 28,237 1791,25 8737,205 
1029,480 5464,331 2780,108 2140,79 6301,90 2617,266 8875,119 6556,422 8803,65 5829,300 428,298 2136,308 9984,179 4660,352 7363,60 
2010,149 5685,419 359,412 3422,422 4219,38 5447,482 8556,243 6582,499 9791,262 6007,336 8663,176 5815,322 1297,305 2116,326 9075,428 
4325,338 5744,422 916,420 9337,1 5236,116 7004,25 4458,286 3510,128 6479,117 4749,271 7204,386 489,193 2452,478 6671,385 184,351 
6377,429 6584,228 7716,103 5457,401 5294,88 3222,443 480,313 9380,131 1935,414 9878,418 2658,138 9596,488 2162,26 3753,78 838,28 
5938,336 3466,75 5323,182 3489,351 8303,433 3337,445 7999,472 3009,155 4348,184 8265,146 1857,209 2941,195 5274,253 660,457 1437,135 
2550,145 1749,236 9048,128 6406,455 5892,357 1331,70 3563,97 6454,413 1510,70 3448,452 3211,39 3454,229 6623,47 8184,235 4493,466 
7081,51 647,468 1149,408 1910,192 330,193 1192,403 7981,289 4285,360 2407,316 4334,400 1036,74 8904,156 7920,335 8196,62 7925,23 
5565,382 8275,252 437,6 6782,170 7146,209 4716,81 2265,292 7177,166 902,445 3958,219 227,77 6305,221 122,53 1069,245 1003,277 
5321,123 9601,337 2973,499 7935,135 3087,425 7649,182 4758,400 4265,190 5016,11 9028,485 5396,209 3748,415 4687,179 4188,314 1637,455 
7878,475 146,299 9517,126 8122,172 3711,444 6237,499 8377,314 8610,48 3273,227 5758,92 2827,406 431,279 3868,103 5753,76 2840,225 
4307,284 4583,202 7104,51 3971,476 6858,355 7466,463 1167,206 5775,182 9792,434 521,69 2687,379 1976,123 5389,17 1738,474 9033,148 
6724,113 67,17 8424,295 3435,180 4329,343 7676,205 6886,347 9314,173 3334,463 8070,121 8343,246 6652,375 9181,9 8846,88 9856,143 
7834,452 2498,123 8527,359 1479,320 8173,202 8327,47 9895,448 4723,356 6918,114 5103,457 2595,309 8789,80 5827,314 540,439 8364,137 
2789,122 8524,429 4526,167 8284,21 1540,370 5440,115 5269,335 422,432 6834,147 9093,364 9051,257 9478,383 3837,48 5028,259 3206,56 
4008,164 7716,133 4826,436 4270,168 5595,116 612,302 6816,71 5501,166 2442,393 4794,35 8501,168 1131,165 7267,278 9900,250 7518,493 
5077,322 8013,304 5180,52 2450,434 9499,33 9156,8 7915,378 4909,116 3709,443 5921,291 2679,308 3291,118 833,86 4034,25 6283,212 
353,168 2537,116 2057,133 6046,423 177,117 9519,30 7043,279 4000,276 7527,395 7474,294 1342,264 2983,22 1080,216 1237,33 3046,369 
8792,288 90,154 5991,452 7960,111 2358,308 7241,11 1245,33 136,18 4386,426 92,93 4271,152 420,402 8113,296 3186,255 1679,374 
1099,473 1711,328 145,75 6109,15 6547,154 8244,107 4507,433 9240,492 7322,2 4378,263 9289,206 4601,268 6854,85 8977,86 4983,7 
4381,369 6185,308 5288,206 9729,310 7004,316 9352,356 2532,151 6522,170 6034,425 8919,277 7847,96 7873,276 4397,129 3416,370 5294,318 
